"","JM","JM_p","JF","JF_p"
"cita_ChrAur1",-0.692608107179239,0.000501721568597836,0.692608107179239,0.000501721568597836
"cita_ChrAur2",0.388500135691128,0.0817823268868411,-0.388500135691128,0.0817823268868411
"cited4b_ChrAur1",-0.737468785965267,0.000136312797815928,0.737468785965267,0.000136312797815928
"cited4b_ChrAur2",0.733698379905347,0.000153566836486661,-0.733698379905347,0.000153566836486661
"ciz1a_ChrAur1",0.11570124420104,0.617479213966388,-0.11570124420104,0.617479213966388
"ciz1a_ChrAur2",-0.153382037834005,0.506824573771825,0.153382037834005,0.506824573771825
"ciz1b",-0.592133123617173,0.00468333937415232,0.592133123617173,0.00468333937415232
"ckap2l",0.0275782572304593,0.905542459848527,-0.0275782572304593,0.905542459848527
"ckap5",-0.754281133097356,7.8138946658564e-05,0.754281133097356,7.8138946658564e-05
"ckba",-0.600569630526068,0.0039920868497253,0.600569630526068,0.0039920868497253
"ckbb",-0.692368482876433,0.000504916258071456,0.692368482876433,0.000504916258071456
"ckmt1",0.810107811020703,8.55140693673215e-06,-0.810107811020703,8.55140693673215e-06
"ckmt2a_ChrAur1",0.286563539050103,0.207884810851694,-0.286563539050103,0.207884810851694
"ckmt2a_ChrAur2",-0.841936943123713,1.70774081631945e-06,0.841936943123713,1.70774081631945e-06
"cks1b",-0.789850555577206,2.05748182419884e-05,0.789850555577206,2.05748182419884e-05
"cks2",-0.457311235247998,0.0371296448403619,0.457311235247998,0.0371296448403619
"clasp1a_ChrAur1",0.272332529577492,0.232358910577943,-0.272332529577492,0.232358910577943
"clasp1a_ChrAur2",0.600857463694463,0.00397009149892519,-0.600857463694463,0.00397009149892519
"clasp2",0.554271789162962,0.00912453932579239,-0.554271789162962,0.00912453932579239
"clasrp",0.695152186828609,0.00046885412608552,-0.695152186828609,0.00046885412608552
"clcc1_ChrAur1",-0.926859892816043,1.59241657798163e-09,0.926859892816043,1.59241657798163e-09
"clcc1_ChrAur2",-0.391116201355289,0.0795700547941894,0.391116201355289,0.0795700547941894
"clcf1",-0.518683069354938,0.0159913014436102,0.518683069354938,0.0159913014436102
"clcn1a",-0.670203654106779,0.000886424142908647,0.670203654106779,0.000886424142908647
"clcn1b",0.644698566568309,0.00160467967651303,-0.644698566568309,0.00160467967651303
"clcn2a",-0.444081882386843,0.0437235098704534,0.444081882386843,0.0437235098704534
"clcn2b",-0.175865698153664,0.445736712028168,0.175865698153664,0.445736712028168
"clcn3",0.788454940386235,2.17816288601e-05,-0.788454940386235,2.17816288601e-05
"clcn4",0.549377617519302,0.0098915707604603,-0.549377617519302,0.0098915707604603
"clcn5a",-0.890348325694441,6.44644203620511e-08,0.890348325694441,6.44644203620511e-08
"clcn6",0.805937408283014,1.03299358899177e-05,-0.805937408283014,1.03299358899177e-05
"clcn7",0.488996022106812,0.0244764792643918,-0.488996022106812,0.0244764792643918
"cldc1",0.519606915143042,0.0157715560171098,-0.519606915143042,0.0157715560171098
"cldn11a",0.755227040856117,7.56333031089651e-05,-0.755227040856117,7.56333031089651e-05
"cldn12",-0.217119457915886,0.344461949431324,0.217119457915886,0.344461949431324
"cldn29",0.700594415854976,0.000404671230553254,-0.700594415854976,0.000404671230553254
"cldn3c_ChrAur1",0.793859810994122,1.74258220972236e-05,-0.793859810994122,1.74258220972236e-05
"cldn3c_ChrAur2",0.738522946341605,0.000131798834771744,-0.738522946341605,0.000131798834771744
"cldn5a_ChrAur1",0.686641720324745,0.000586607447895033,-0.686641720324745,0.000586607447895033
"cldn5a_ChrAur2",0.728169287625981,0.00018225959699894,-0.728169287625981,0.00018225959699894
"cldn7a",0.84243410038178,1.66078493927187e-06,-0.84243410038178,1.66078493927187e-06
"cldn7b",-0.780519694555902,2.988576070253e-05,0.780519694555902,2.988576070253e-05
"cldnd",-0.37705363804771,0.0920035664405343,0.37705363804771,0.0920035664405343
"cldnd1b",0.884970701992556,9.94103890500197e-08,-0.884970701992556,9.94103890500197e-08
"cldnj",-0.644325079341062,0.00161805209398334,0.644325079341062,0.00161805209398334
"clec14a",0.73595306674668,0.000143036570018584,-0.73595306674668,0.000143036570018584
"clec16a",-0.605320296496926,0.00364175360038238,0.605320296496926,0.00364175360038238
"clgn",0.715881059727161,0.000262976173907452,-0.715881059727161,0.000262976173907452
"clic1",0.829354315570822,3.35643865974189e-06,-0.829354315570822,3.35643865974189e-06
"clic2",0.844459072448441,1.4810333653521e-06,-0.844459072448441,1.4810333653521e-06
"clic4",0.783535053772842,2.65415335909121e-05,-0.783535053772842,2.65415335909121e-05
"clint1a",-0.138852153685956,0.548334764185895,0.138852153685956,0.548334764185895
"clint1b",-0.558035300129701,0.00856843207106346,0.558035300129701,0.00856843207106346
"clip1b",-0.631820554926351,0.00212333982605315,0.631820554926351,0.00212333982605315
"clip2",0.83581664734292,2.38892387493699e-06,-0.83581664734292,2.38892387493699e-06
"clip3",0.76454398032254,5.44358967846173e-05,-0.76454398032254,5.44358967846173e-05
"clk2a",-0.379088652616032,0.090120872236916,0.379088652616032,0.090120872236916
"clk4a",-0.663640265421681,0.00103810014512735,0.663640265421681,0.00103810014512735
"clmna",0.554458633057627,0.00909625098964184,-0.554458633057627,0.00909625098964184
"clmnb",-0.57914452614647,0.00593984604317422,0.57914452614647,0.00593984604317422
"clmpb",0.809275789822771,8.88313677186947e-06,-0.809275789822771,8.88313677186947e-06
"cln3",0.711232005531274,0.000300658217490382,-0.711232005531274,0.000300658217490382
"cln5",-0.458525917839663,0.0365655516437057,0.458525917839663,0.0365655516437057
"cln6a",0.782803814151801,2.73210692342651e-05,-0.782803814151801,2.73210692342651e-05
"cln8",0.663519856702972,0.00104107612028461,-0.663519856702972,0.00104107612028461
"clns1a",-0.828929884580818,3.43055589025005e-06,0.828929884580818,3.43055589025005e-06
"clocka_ChrAur1",-0.881569476642265,1.293255235086e-07,0.881569476642265,1.293255235086e-07
"clocka_ChrAur2",0.0846306265117274,0.715310090709312,-0.0846306265117274,0.715310090709312
"clp1",-0.854681883147481,8.09644827702616e-07,0.854681883147481,8.09644827702616e-07
"clpb",-0.638928831448344,0.00182200267714826,0.638928831448344,0.00182200267714826
"clpp",-0.700174535842911,0.00040933974804287,0.700174535842911,0.00040933974804287
"clptm1",-0.222353233646416,0.332666065395461,0.222353233646416,0.332666065395461
"clptm1l",0.792633733112158,1.83408591557306e-05,-0.792633733112158,1.83408591557306e-05
"clpxb",0.866175250372886,3.87914261029912e-07,-0.866175250372886,3.87914261029912e-07
"clrn2",-0.317018560690094,0.161444129719544,0.317018560690094,0.161444129719544
"clrn3",0.486939697531252,0.0251759581716589,-0.486939697531252,0.0251759581716589
"clspn",-0.85154763857707,9.78944450397616e-07,0.85154763857707,9.78944450397616e-07
"clstn1",0.752212259986607,8.38708230347334e-05,-0.752212259986607,8.38708230347334e-05
"clstn2a_ChrAur1",0.704944514566124,0.000358922411540954,-0.704944514566124,0.000358922411540954
"clstn3_ChrAur1",0.82596309193833,3.9899209034034e-06,-0.82596309193833,3.9899209034034e-06
"clstn3_ChrAur2",0.738302618829306,0.000132731475743364,-0.738302618829306,0.000132731475743364
"clta",0.351511472027156,0.118160936965511,-0.351511472027156,0.118160936965511
"cltb",-0.390164197882691,0.0803698837288059,0.390164197882691,0.0803698837288059
"cltca",0.823337818985255,4.54993749992026e-06,-0.823337818985255,4.54993749992026e-06
"cltcb_ChrAur1",-0.0605841991797369,0.794192212899724,0.0605841991797369,0.794192212899724
"cltcb_ChrAur2",0.391276007874008,0.0794363771790143,-0.391276007874008,0.0794363771790143
"clu",0.888392679663344,7.56538444793015e-08,-0.888392679663344,7.56538444793015e-08
"cluap1",-0.791423214973023,1.92850730504636e-05,0.791423214973023,1.92850730504636e-05
"cluha",-0.922810486126563,2.61456750172226e-09,0.922810486126563,2.61456750172226e-09
"clxn",0.359315293029385,0.109660555661152,-0.359315293029385,0.109660555661152
"clybl",-0.719981871013556,0.000233177388781446,0.719981871013556,0.000233177388781446
"cmah",0.619853362386776,0.0027250618856937,-0.619853362386776,0.0027250618856937
"cmasa",-0.800922196158411,1.28897724039856e-05,0.800922196158411,1.28897724039856e-05
"cmbl",-0.176262050108194,0.444695728315505,0.176262050108194,0.444695728315505
"cmc1",-0.653690705448341,0.00130971575545321,0.653690705448341,0.00130971575545321
"cmc2",-0.851183423450895,1.00050542120059e-06,0.851183423450895,1.00050542120059e-06
"cmip",0.89218038680473,5.53361962458454e-08,-0.89218038680473,5.53361962458454e-08
"cmklr1",0.857225303396384,6.91772245611531e-07,-0.857225303396384,6.91772245611531e-07
"cmn",0.0923222340988831,0.690615890686771,-0.0923222340988831,0.690615890686771
"cmpk",0.683627752218364,0.000633951247963347,-0.683627752218364,0.000633951247963347
"cmpk2",0.842158696336722,1.68665442191557e-06,-0.842158696336722,1.68665442191557e-06
"cmss1",-0.780275901066491,3.01714770071176e-05,0.780275901066491,3.01714770071176e-05
"cmtm3",0.835328945542097,2.45225286011057e-06,-0.835328945542097,2.45225286011057e-06
"cmtm4",0.859796170455002,5.88244984497059e-07,-0.859796170455002,5.88244984497059e-07
"cmtm6",0.339941457753023,0.131621855433607,-0.339941457753023,0.131621855433607
"cmtr1",0.603236523764095,0.0037921239140144,-0.603236523764095,0.0037921239140144
"cmtr2",-0.261184276404227,0.252791132807765,0.261184276404227,0.252791132807765
"cnbpa",-0.256782893666749,0.261164532946041,0.256782893666749,0.261164532946041
"cndp1",-0.804672896791838,1.09293933663221e-05,0.804672896791838,1.09293933663221e-05
"cndp2",0.15851551509346,0.492531541490979,-0.15851551509346,0.492531541490979
"cnep1r1",-0.730219518412321,0.000171123974567518,0.730219518412321,0.000171123974567518
"cnga1b",-0.364389765827864,0.104376807107647,0.364389765827864,0.104376807107647
"cnga2b",0.0693783700982056,0.765074517578096,-0.0693783700982056,0.765074517578096
"cngb1a",0.0589600640364026,0.799599933017676,-0.0589600640364026,0.799599933017676
"cnih1",-0.86652008372461,3.79053763493974e-07,0.86652008372461,3.79053763493974e-07
"cnih4",-0.809496672421953,8.79399218791112e-06,0.809496672421953,8.79399218791112e-06
"cnksr1",0.637988699221591,0.00185965933815558,-0.637988699221591,0.00185965933815558
"cnksr3",0.151741180894519,0.511434985150739,-0.151741180894519,0.511434985150739
"cnn1b",0.572874539604305,0.00663930994263047,-0.572874539604305,0.00663930994263047
"cnn2",0.811625626924193,7.97404988454963e-06,-0.811625626924193,7.97404988454963e-06
"cnn3a",-0.0795850405656721,0.731660866176612,0.0795850405656721,0.731660866176612
"cnnm2b",0.547699440233607,0.0101663998549428,-0.547699440233607,0.0101663998549428
"cnot1",-0.84807924234934,1.20188607137095e-06,0.84807924234934,1.20188607137095e-06
"cnot10",-0.671103946554856,0.000867167688933171,0.671103946554856,0.000867167688933171
"cnot11",-0.673295159365763,0.000821778727050067,0.673295159365763,0.000821778727050067
"cnot2_ChrAur1",-0.859581452432245,5.96335995448618e-07,0.859581452432245,5.96335995448618e-07
"cnot2_ChrAur2",-0.576337087097622,0.00624510238792584,0.576337087097622,0.00624510238792584
"cnot3a_ChrAur1",-0.800472789336154,1.31440769682485e-05,0.800472789336154,1.31440769682485e-05
"cnot3a_ChrAur2",-0.747496977498148,9.83102871744907e-05,0.747496977498148,9.83102871744907e-05
"cnot4a",-0.871218070056446,2.74898307794539e-07,0.871218070056446,2.74898307794539e-07
"cnot6a",-0.836886962657604,2.25494787793703e-06,0.836886962657604,2.25494787793703e-06
"cnot6l",0.838697669942062,2.04325989794148e-06,-0.838697669942062,2.04325989794148e-06
"cnot7",-0.092162922719733,0.691124410199258,0.092162922719733,0.691124410199258
"cnot8",-0.899106974724228,3.02801014467947e-08,0.899106974724228,3.02801014467947e-08
"cnot9_ChrAur1",-0.128033428893996,0.580208109635066,0.128033428893996,0.580208109635066
"cnot9_ChrAur2",-0.387070517572334,0.0830104660409393,0.387070517572334,0.0830104660409393
"cnp",-0.93251845682592,7.57832251799928e-10,0.93251845682592,7.57832251799928e-10
"cnppd1",-0.591524500972515,0.00473682455199969,0.591524500972515,0.00473682455199969
"cnpy2",0.185183549005536,0.421604322061176,-0.185183549005536,0.421604322061176
"cnpy3",-0.948021971810536,6.74776959585365e-11,0.948021971810536,6.74776959585365e-11
"cnr1",0.582343794888508,0.00560712265345457,-0.582343794888508,0.00560712265345457
"cnsta",0.043498156682544,0.851491470354267,-0.043498156682544,0.851491470354267
"cnstb",0.766339793415661,5.10058685027111e-05,-0.766339793415661,5.10058685027111e-05
"cntd1",-0.00465507643262613,0.984022631846399,0.00465507643262613,0.984022631846399
"cntf_ChrAur1",-0.675317517711318,0.000781695222191857,0.675317517711318,0.000781695222191857
"cntf_ChrAur2",0.673923185288189,0.000809148325846352,-0.673923185288189,0.000809148325846352
"cntfr",0.676095272668078,0.000766729058249015,-0.676095272668078,0.000766729058249015
"cntln",-0.449070303773958,0.0411383489365312,0.449070303773958,0.0411383489365312
"cntn1a",0.755094787313841,7.59793962493333e-05,-0.755094787313841,7.59793962493333e-05
"cntn1b",0.870830042937865,2.82422757631233e-07,-0.870830042937865,2.82422757631233e-07
"cntn2",0.806526876548864,1.00604451754035e-05,-0.806526876548864,1.00604451754035e-05
"cntn3a.1",-0.704662354031616,0.000361749111648738,0.704662354031616,0.000361749111648738
"cntn3a.2",0.79055588916676,1.99873705953965e-05,-0.79055588916676,1.99873705953965e-05
"cntn4",0.194060621504975,0.399284794053964,-0.194060621504975,0.399284794053964
"cntn5",-0.270294435417424,0.236011268981675,0.270294435417424,0.236011268981675
"cntnap1",0.818414878621501,5.78787456044305e-06,-0.818414878621501,5.78787456044305e-06
"cntnap2a",-0.0137052334883241,0.952982402249395,0.0137052334883241,0.952982402249395
"cntnap3_ChrAur1",0.624795405684563,0.00246124834430526,-0.624795405684563,0.00246124834430526
"cntnap3_ChrAur2",-0.730150016529248,0.000171491639979154,0.730150016529248,0.000171491639979154
"cntnap5a",0.480654273606789,0.027412897475287,-0.480654273606789,0.027412897475287
"coa1",0.00339284170978564,0.9883545969473,-0.00339284170978564,0.9883545969473
"coa3a",-0.813445887823766,7.32680911874196e-06,0.813445887823766,7.32680911874196e-06
"coa3b",-0.77994644454551,3.05613584445684e-05,0.77994644454551,3.05613584445684e-05
"coa4",-0.390563833018907,0.0800334021339145,0.390563833018907,0.0800334021339145
"coa5",-0.472274479363979,0.0306367256973847,0.472274479363979,0.0306367256973847
"coa8",-0.238861892796667,0.297055683708224,0.238861892796667,0.297055683708224
"coasy",-0.608025273386972,0.00345399994725369,0.608025273386972,0.00345399994725369
"cobl",0.829389072548677,3.35043179401703e-06,-0.829389072548677,3.35043179401703e-06
"cobll1a",-0.435404168593109,0.0485186259242792,0.435404168593109,0.0485186259242792
"cobll1b",0.82614527734956,3.95340309727811e-06,-0.82614527734956,3.95340309727811e-06
"coch",-0.271031187961552,0.234686697098065,0.271031187961552,0.234686697098065
"cog1",-0.68523979083334,0.000608239783541673,0.68523979083334,0.000608239783541673
"cog2",-0.752763319506414,8.23096665077323e-05,0.752763319506414,8.23096665077323e-05
"cog3",-0.843578588034892,1.5569742572841e-06,0.843578588034892,1.5569742572841e-06
"cog4",-0.80589543561065,1.03493629225801e-05,0.80589543561065,1.03493629225801e-05
"cog5",0.724167149333313,0.000205803605146567,-0.724167149333313,0.000205803605146567
"cog6",-0.887175832499322,8.34523478290914e-08,0.887175832499322,8.34523478290914e-08
"cog7",0.371446844885472,0.0973406156995675,-0.371446844885472,0.0973406156995675
"cog8",-0.876925493004647,1.82897812531331e-07,0.876925493004647,1.82897812531331e-07
"coil",-0.851807596816337,9.63806252099527e-07,0.851807596816337,9.63806252099527e-07
"col11a1a_ChrAur1",0.328083926798706,0.146514184939718,-0.328083926798706,0.146514184939718
"col11a1a_ChrAur2",0.58232967816882,0.00560855617090986,-0.58232967816882,0.00560855617090986
"col11a1b",0.814934238778221,6.83220507679375e-06,-0.814934238778221,6.83220507679375e-06
"col11a2",0.315130264451532,0.16409345362887,-0.315130264451532,0.16409345362887
"col12a1a",0.803572130692172,1.14757266883721e-05,-0.803572130692172,1.14757266883721e-05
"col12a1b",0.711144484083517,0.000301409800945108,-0.711144484083517,0.000301409800945108
"col14a1a",0.832718696163763,2.81687868040247e-06,-0.832718696163763,2.81687868040247e-06
"col15a1a",0.31204973113095,0.16847979338329,-0.31204973113095,0.16847979338329
"col15a1b",0.812392212753119,7.69562366043035e-06,-0.812392212753119,7.69562366043035e-06
"col16a1",0.79254497176186,1.84086982371524e-05,-0.79254497176186,1.84086982371524e-05
"col18a1a",-0.308102951420218,0.174216743710754,0.308102951420218,0.174216743710754
"col1a1a",0.783134245449419,2.69663823828877e-05,-0.783134245449419,2.69663823828877e-05
"col1a1b",0.81605491183178,6.47930478129482e-06,-0.81605491183178,6.47930478129482e-06
"col1a2",0.795851272779052,1.60242417778673e-05,-0.795851272779052,1.60242417778673e-05
"col20a1",0.871721479158953,2.65400138313355e-07,-0.871721479158953,2.65400138313355e-07
"col21a1",0.6578626494866,0.0011892959463821,-0.6578626494866,0.0011892959463821
"col22a1",0.144632785380392,0.531637233754349,-0.144632785380392,0.531637233754349
"col27a1b_ChrAur1",0.839664906471627,1.93749511877453e-06,-0.839664906471627,1.93749511877453e-06
"col27a1b_ChrAur2",0.708327301075656,0.00032647840983578,-0.708327301075656,0.00032647840983578
"col27a1b_ChrAur3",0.762618232572501,5.83345885231557e-05,-0.762618232572501,5.83345885231557e-05
"col28a1a",-0.814509517686595,6.97027671096828e-06,0.814509517686595,6.97027671096828e-06
"col28a1b",0.401761860058718,0.0710259115147197,-0.401761860058718,0.0710259115147197
"col28a2a",0.632821402315286,0.00207853651800758,-0.632821402315286,0.00207853651800758
"col2a1a",0.52305232769898,0.0149734174204529,-0.52305232769898,0.0149734174204529
"col4a1",0.807416376152491,9.66540995876684e-06,-0.807416376152491,9.66540995876684e-06
"col4a2",0.819170864422176,5.58048738027379e-06,-0.819170864422176,5.58048738027379e-06
"col4a3",0.316028738338074,0.162829149272033,-0.316028738338074,0.162829149272033
"col4a5_ChrAur1",0.773953504507899,3.84592692158642e-05,-0.773953504507899,3.84592692158642e-05
"col4a5_ChrAur2",-0.419152107819655,0.0585784922531713,0.419152107819655,0.0585784922531713
"col4a5_ChrAur3",0.131803927548506,0.569009596531036,-0.131803927548506,0.569009596531036
"col4a6",0.7933642251881,1.77907765670696e-05,-0.7933642251881,1.77907765670696e-05
"col5a1_ChrAur1",0.760677186938712,6.25068509306025e-05,-0.760677186938712,6.25068509306025e-05
"col5a1_ChrAur2",0.763075255538698,5.73880959935545e-05,-0.763075255538698,5.73880959935545e-05
"col5a2a",0.785280797141736,2.47582497848821e-05,-0.785280797141736,2.47582497848821e-05
"col5a2b",0.655423301764281,0.00125851066914942,-0.655423301764281,0.00125851066914942
"col5a3a",0.0128838371480986,0.955797575554947,-0.0128838371480986,0.955797575554947
"col5a3b",0.0886956748836514,0.702223196587408,-0.0886956748836514,0.702223196587408
"col6a1",0.807524742468616,9.61822202920415e-06,-0.807524742468616,9.61822202920415e-06
"col6a2",0.812118519461856,7.79403837254294e-06,-0.812118519461856,7.79403837254294e-06
"col6a4a_ChrAur1",0.556488750600783,0.00879349140941956,-0.556488750600783,0.00879349140941956
"col6a4a_ChrAur2",0.779366535814014,3.12582743835821e-05,-0.779366535814014,3.12582743835821e-05
"col7a1",0.00406171116954095,0.98605900319205,-0.00406171116954095,0.98605900319205
"col7a1l",0.592859126264592,0.00462019551034803,-0.592859126264592,0.00462019551034803
"col8a1a_ChrAur2",0.64123277240055,0.00173242502897242,-0.64123277240055,0.00173242502897242
"col9a1b_ChrAur1",0.430161547866811,0.0516059466347452,-0.430161547866811,0.0516059466347452
"col9a1b_ChrAur2",-0.271361232049697,0.234094897922752,0.271361232049697,0.234094897922752
"colec10",0.517323725262911,0.016319117421163,-0.517323725262911,0.016319117421163
"colec11",0.510081644005739,0.0181580900637139,-0.510081644005739,0.0181580900637139
"colec12",0.895149231024107,4.29536295672448e-08,-0.895149231024107,4.29536295672448e-08
"colgalt1a",0.53678712645728,0.0121094715482867,-0.53678712645728,0.0121094715482867
"colgalt1b",0.874407919617708,2.1944109111512e-07,-0.874407919617708,2.1944109111512e-07
"colgalt2b",-0.925000223125716,2.00651807674564e-09,0.925000223125716,2.00651807674564e-09
"colq",0.557694671520681,0.00861759148318199,-0.557694671520681,0.00861759148318199
"commd1",-0.735925989397308,0.000143159238825296,0.735925989397308,0.000143159238825296
"commd10",0.488683397343186,0.024581813986234,-0.488683397343186,0.024581813986234
"commd2",-0.838599076097082,2.05432021313853e-06,0.838599076097082,2.05432021313853e-06
"commd3",-0.729355178484779,0.000175744952982093,0.729355178484779,0.000175744952982093
"commd4",0.0102721341053296,0.964751881166737,-0.0102721341053296,0.964751881166737
"commd5",-0.814603019656589,6.93967271357031e-06,0.814603019656589,6.93967271357031e-06
"commd6",0.445041760806024,0.043216538907787,-0.445041760806024,0.043216538907787
"commd7",-0.58366149409316,0.00547464158724868,0.58366149409316,0.00547464158724868
"commd8",-0.153408913861711,0.506749226034872,0.153408913861711,0.506749226034872
"commd9",-0.901224354029234,2.49655206277776e-08,0.901224354029234,2.49655206277776e-08
"comtb",0.318783297140652,0.158995108395891,-0.318783297140652,0.158995108395891
"comtd1_ChrAur2",0.800008812944976,1.3411207486145e-05,-0.800008812944976,1.3411207486145e-05
"cop1",-0.971726929411714,2.27604836584062e-13,0.971726929411714,2.27604836584062e-13
"copa",-0.803286094331768,1.16215354212985e-05,0.803286094331768,1.16215354212985e-05
"copb1",-0.212172965485785,0.355832434193908,0.212172965485785,0.355832434193908
"copb2_ChrAur1",-0.715876791552899,0.00026300881487212,0.715876791552899,0.00026300881487212
"copb2_ChrAur2",-0.563725408279059,0.00778064797099384,0.563725408279059,0.00778064797099384
"cope",-0.148574869757758,0.520388014223563,0.148574869757758,0.520388014223563
"copg2",-0.878975181532625,1.57226531914581e-07,0.878975181532625,1.57226531914581e-07
"cops2",-0.562618431328314,0.00792905140559746,0.562618431328314,0.00792905140559746
"cops3",-0.678879113716522,0.000715140462363849,0.678879113716522,0.000715140462363849
"cops4",-0.643595132571437,0.00164445875225664,0.643595132571437,0.00164445875225664
"cops5",-0.743217031484469,0.000113228075964809,0.743217031484469,0.000113228075964809
"cops6",0.0876050468439316,0.705726555420682,-0.0876050468439316,0.705726555420682
"cops7a",0.0751701741915267,0.746060406242777,-0.0751701741915267,0.746060406242777
"cops8",0.0869879464705482,0.707711376201328,-0.0869879464705482,0.707711376201328
"cops9",0.125233282042703,0.588585471982748,-0.125233282042703,0.588585471982748
"copz1",-0.0994230455276403,0.668083254221629,0.0994230455276403,0.668083254221629
"copz2",0.844811810930473,1.45153526396671e-06,-0.844811810930473,1.45153526396671e-06
"coq10b",0.667991148723662,0.000935296765977394,-0.667991148723662,0.000935296765977394
"coq2",-0.804419760901339,1.1052977062497e-05,0.804419760901339,1.1052977062497e-05
"coq3",-0.242329137703721,0.289886529873632,0.242329137703721,0.289886529873632
"coq4",-0.597917682337439,0.00419955573722121,0.597917682337439,0.00419955573722121
"coq5",-0.748117445383972,9.62953947507671e-05,0.748117445383972,9.62953947507671e-05
"coq6",-0.216885619717826,0.344994623022007,0.216885619717826,0.344994623022007
"coq7",-0.612354697655165,0.00317032972321293,0.612354697655165,0.00317032972321293
"coq8aa",-0.927827578415196,1.40855083048807e-09,0.927827578415196,1.40855083048807e-09
"coq8ab",-0.680036886697178,0.000694572212050219,0.680036886697178,0.000694572212050219
"coq8b",-0.803642820705138,1.14399390872752e-05,0.803642820705138,1.14399390872752e-05
"coq9",-0.223430265443862,0.330268753279103,0.223430265443862,0.330268753279103
"corin",0.393692804850353,0.0774351104085625,-0.393692804850353,0.0774351104085625
"coro1a",0.874462348488847,2.1858757385966e-07,-0.874462348488847,2.1858757385966e-07
"coro1ca_ChrAur1",-0.900228778710076,2.73515712612766e-08,0.900228778710076,2.73515712612766e-08
"coro1ca_ChrAur2",-0.792675890421645,1.8308715269029e-05,0.792675890421645,1.8308715269029e-05
"coro2aa",-0.774232489033805,3.80557277828423e-05,0.774232489033805,3.80557277828423e-05
"coro2ba",0.62283376588406,0.00256327584690862,-0.62283376588406,0.00256327584690862
"coro6",0.660118738476596,0.00112817684600322,-0.660118738476596,0.00112817684600322
"coro7",0.394457837472019,0.0768095389831651,-0.394457837472019,0.0768095389831651
"cotl1",0.914044313811554,7.01531026568341e-09,-0.914044313811554,7.01531026568341e-09
"cox10",-0.383510374034243,0.0861284351736495,0.383510374034243,0.0861284351736495
"cox11",-0.705253004422169,0.000355853608927702,0.705253004422169,0.000355853608927702
"cox14",-0.438710780092956,0.0466459031642815,0.438710780092956,0.0466459031642815
"cox15",-0.923731354226874,2.34138192358716e-09,0.923731354226874,2.34138192358716e-09
"cox16",-0.483801513295732,0.0262739469519399,0.483801513295732,0.0262739469519399
"cox17",-0.635787082687415,0.00195041570825088,0.635787082687415,0.00195041570825088
"cox18",-0.57847971966498,0.00601099284025625,0.57847971966498,0.00601099284025625
"cox19",-0.824513006775449,4.29127415776408e-06,0.824513006775449,4.29127415776408e-06
"cox20",-0.694036069072082,0.000483039503751805,0.694036069072082,0.000483039503751805
"cox4i1",-0.804922975323646,1.08084886128403e-05,0.804922975323646,1.08084886128403e-05
"cox4i2",0.873148592175623,2.40027790810318e-07,-0.873148592175623,2.40027790810318e-07
"cox5aa_ChrAur1",-0.61748092384163,0.00285988006658073,0.61748092384163,0.00285988006658073
"cox5aa_ChrAur2",0.0595893727023223,0.797503525150639,-0.0595893727023223,0.797503525150639
"cox5b2",0.862748884473425,4.86378977112594e-07,-0.862748884473425,4.86378977112594e-07
"cox6a1",-0.389076650255838,0.0812909092038334,0.389076650255838,0.0812909092038334
"cox6a2",0.866468156090284,3.80376530782941e-07,-0.866468156090284,3.80376530782941e-07
"cox6b1",0.719930147804721,0.000233534341875202,-0.719930147804721,0.000233534341875202
"cox6b2_ChrAur1",0.0956562620652881,0.680003437553968,-0.0956562620652881,0.680003437553968
"cox6b2_ChrAur2",-0.487776333103671,0.0248894778368683,0.487776333103671,0.0248894778368683
"cox6c",0.456416938704436,0.0375492799355099,-0.456416938704436,0.0375492799355099
"cox7a2a_ChrAur1",-0.668784662327122,0.000917512079605877,0.668784662327122,0.000917512079605877
"cox7a2a_ChrAur2",-0.584621446138055,0.0053797683003144,0.584621446138055,0.0053797683003144
"cox7a2l_ChrAur1",0.259074157743511,0.25678381964729,-0.259074157743511,0.25678381964729
"cox7a2l_ChrAur2",-0.10366079458281,0.654764125265053,0.10366079458281,0.654764125265053
"cox7b",-0.104436297991986,0.65233748075415,0.104436297991986,0.65233748075415
"cox7c",0.346669764732326,0.123667575335205,-0.346669764732326,0.123667575335205
"cox8a",-0.143246927500175,0.535618643392024,0.143246927500175,0.535618643392024
"cox8b_ChrAur2",0.770848902100108,4.32070291413011e-05,-0.770848902100108,4.32070291413011e-05
"cp110_ChrAur1",0.939511016135579,2.75575122863563e-10,-0.939511016135579,2.75575122863563e-10
"cp110_ChrAur2",0.868043449285515,3.4200861895755e-07,-0.868043449285515,3.4200861895755e-07
"cpa5_ChrAur2",0.211245289024289,0.357988802812023,-0.211245289024289,0.357988802812023
"cpamd8",0.843330747942764,1.57895771365376e-06,-0.843330747942764,1.57895771365376e-06
"cpda",0.727383217234461,0.000186691474797068,-0.727383217234461,0.000186691474797068
"cpdp",-0.778162133258271,3.2749959121761e-05,0.778162133258271,3.2749959121761e-05
"cpe",0.706751330960531,0.000341266063567894,-0.706751330960531,0.000341266063567894
"cpeb1b",-0.814525955173016,6.96488804645227e-06,0.814525955173016,6.96488804645227e-06
"cpeb2",0.865495113501005,4.05926915988149e-07,-0.865495113501005,4.05926915988149e-07
