"","JM","JM_p","JF","JF_p"
"acsl4a",-0.911639401495043,9.03081123939259e-09,0.911639401495043,9.03081123939259e-09
"acsl5",-0.603607992124505,0.0037649454131642,0.603607992124505,0.0037649454131642
"acss2",-0.22886045535448,0.318339046978699,0.22886045535448,0.318339046978699
"acss2l",0.682713885891242,0.000648934194685239,-0.682713885891242,0.000648934194685239
"acss3",0.403254657607863,0.0698853337608394,-0.403254657607863,0.0698853337608394
"actb2_ChrAur1",-0.453864661058999,0.0387672861070205,0.453864661058999,0.0387672861070205
"actb2_ChrAur2",0.00645442889314907,0.977848065907884,-0.00645442889314907,0.977848065907884
"actb2_ChrAur3",-0.611013457312705,0.00325604775951294,0.611013457312705,0.00325604775951294
"actc1c_ChrAur1",0.643240566707148,0.00165741613357439,-0.643240566707148,0.00165741613357439
"actc1c_ChrAur2",0.559744523934684,0.00832521596417705,-0.559744523934684,0.00832521596417705
"actc1c_ChrAur3",0.456792221692484,0.0373727354689631,-0.456792221692484,0.0373727354689631
"actc1c_ChrAur4",0.405653055740726,0.0680817968407848,-0.405653055740726,0.0680817968407848
"actl6a",-0.850496543258336,1.04230647714877e-06,0.850496543258336,1.04230647714877e-06
"actmap",-0.506896540109941,0.0190178690879729,0.506896540109941,0.0190178690879729
"actn1_ChrAur1",0.856159545591544,7.39184881349417e-07,-0.856159545591544,7.39184881349417e-07
"actn2b",-0.354358629915219,0.115006434493158,0.354358629915219,0.115006434493158
"actn3b",-0.0872371562950825,0.706909605700957,0.0872371562950825,0.706909605700957
"actn4",0.0227630211847912,0.921981485325182,-0.0227630211847912,0.921981485325182
"actr10",-0.832902080812852,2.78979253495954e-06,0.832902080812852,2.78979253495954e-06
"actr1b",0.382420780181295,0.0870998324886648,-0.382420780181295,0.0870998324886648
"actr2a_ChrAur1",-0.229360276258152,0.317254181888999,0.229360276258152,0.317254181888999
"actr2a_ChrAur2",0.727039424322379,0.000188658743541284,-0.727039424322379,0.000188658743541284
"actr2a_ChrAur3",0.103694718869336,0.654657901728353,-0.103694718869336,0.654657901728353
"actr3_ChrAur1",0.746999357270049,9.99524715788245e-05,-0.746999357270049,9.99524715788245e-05
"actr3_ChrAur2",-0.0787347602114698,0.734427567157454,0.0787347602114698,0.734427567157454
"actr5",-0.779651864138828,3.0913668698096e-05,0.779651864138828,3.0913668698096e-05
"actr6",-0.712687147465731,0.000288395731096212,0.712687147465731,0.000288395731096212
"actr8",-0.709433394483528,0.000316430756953281,0.709433394483528,0.000316430756953281
"acvr1bb_ChrAur1",-0.913773610320252,7.22022943286241e-09,0.913773610320252,7.22022943286241e-09
"acvr1bb_ChrAur2",-0.810940561783898,8.23027661242135e-06,0.810940561783898,8.23027661242135e-06
"acvr1c",0.327804201899041,0.146879199733505,-0.327804201899041,0.146879199733505
"acvr1l",-0.758561777359128,6.73459680820036e-05,0.758561777359128,6.73459680820036e-05
"acvr2aa_ChrAur1",0.343830344719634,0.126981211241091,-0.343830344719634,0.126981211241091
"acvr2aa_ChrAur2",0.57555472498749,0.00633243903865641,-0.57555472498749,0.00633243903865641
"acvr2ba_ChrAur1",-0.242059961513061,0.290439235842561,0.242059961513061,0.290439235842561
"acvr2ba_ChrAur2",-0.871239073367883,2.74496112590341e-07,0.871239073367883,2.74496112590341e-07
"acvrl1",0.886659743522761,8.69687808480907e-08,-0.886659743522761,8.69687808480907e-08
"acy1",0.3640403160477,0.104734599517343,-0.3640403160477,0.104734599517343
"acyp1",-0.418622465291634,0.0589311541193362,0.418622465291634,0.0589311541193362
"ada",0.854899958487559,7.98888400716088e-07,-0.854899958487559,7.98888400716088e-07
"ada2a",-0.885942889356533,9.20701992718037e-08,0.885942889356533,9.20701992718037e-08
"adad1",0.467306765224767,0.0326844325385046,-0.467306765224767,0.0326844325385046
"adad2",-0.361082814700747,0.107798581510597,0.361082814700747,0.107798581510597
"adam10a_ChrAur1",0.425112696009406,0.0547196648657022,-0.425112696009406,0.0547196648657022
"adam10a_ChrAur2",0.856642783685516,7.17343983975324e-07,-0.856642783685516,7.17343983975324e-07
"adam11_ChrAur1",-0.18600944531223,0.419499908424792,0.18600944531223,0.419499908424792
"adam11_ChrAur2",0.593390826140816,0.0045744008262366,-0.593390826140816,0.0045744008262366
"adam12",0.612825061951144,0.00314071914497293,-0.612825061951144,0.00314071914497293
"adam12b",-0.540578650614977,0.0114028046647799,0.540578650614977,0.0114028046647799
"adam15",0.289709716464315,0.202715443526965,-0.289709716464315,0.202715443526965
"adam17a",-0.573826689214836,0.00652891876936437,0.573826689214836,0.00652891876936437
"adam17b",0.216300140311545,0.346330435069069,-0.216300140311545,0.346330435069069
"adam19a",0.906788334701232,1.47168708108143e-08,-0.906788334701232,1.47168708108143e-08
"adam19b",0.881770479215343,1.2735883316304e-07,-0.881770479215343,1.2735883316304e-07
"adam22",0.701500078780856,0.000394756308400308,-0.701500078780856,0.000394756308400308
"adam23a",0.699945687575551,0.000411903585092163,-0.699945687575551,0.000411903585092163
"adam28",0.520067383937645,0.0156629426183531,-0.520067383937645,0.0156629426183531
"adam8a",0.912199828863482,8.52015173088631e-09,-0.912199828863482,8.52015173088631e-09
"adam8b",0.565749484812521,0.00751519853282928,-0.565749484812521,0.00751519853282928
"adam9a",0.375744812567966,0.093229654872179,-0.375744812567966,0.093229654872179
"adam9b",0.521843962993212,0.0152495336094169,-0.521843962993212,0.0152495336094169
"adamts1",0.722442335732271,0.00021672980686365,-0.722442335732271,0.00021672980686365
"adamts10",0.872852894202825,2.45101684427445e-07,-0.872852894202825,2.45101684427445e-07
"adamts12",0.835541260959743,2.42450457383538e-06,-0.835541260959743,2.42450457383538e-06
"adamts15a_ChrAur1",0.659406102861239,0.00114718829841833,-0.659406102861239,0.00114718829841833
"adamts17",0.840514660064559,1.84857420356574e-06,-0.840514660064559,1.84857420356574e-06
"adamts18",0.226271069824821,0.323994987253872,-0.226271069824821,0.323994987253872
"adamts3",0.753114394042328,8.13282318796581e-05,-0.753114394042328,8.13282318796581e-05
"adamts5",0.720749846663957,0.000227932312034307,-0.720749846663957,0.000227932312034307
"adamts6",0.782631027466246,2.75081499149127e-05,-0.782631027466246,2.75081499149127e-05
"adamts8a",0.683548604477044,0.000635237116274562,-0.683548604477044,0.000635237116274562
"adamtsl2",-0.00235504855172898,0.991916524418209,0.00235504855172898,0.991916524418209
"adamtsl3",0.767327582543461,4.92003300609663e-05,-0.767327582543461,4.92003300609663e-05
"adamtsl4",0.783949793585862,2.61080591684471e-05,-0.783949793585862,2.61080591684471e-05
"adamtsl5",0.675658868011251,0.000775096390103051,-0.675658868011251,0.000775096390103051
"adamtsl7",0.54661891951951,0.0103466293134884,-0.54661891951951,0.0103466293134884
"adap2",0.490461737620123,0.0239874014717442,-0.490461737620123,0.0239874014717442
"adar",0.855714711880152,7.59805048758774e-07,-0.855714711880152,7.59805048758774e-07
"adarb1b_ChrAur1",0.756159548730761,7.323152022248e-05,-0.756159548730761,7.323152022248e-05
"adarb1b_ChrAur2",0.447136847834656,0.0421258318877328,-0.447136847834656,0.0421258318877328
"adarb2",-0.0848363509312825,0.714645902443952,0.0848363509312825,0.714645902443952
"adat1",-0.12635227455059,0.585231563698189,0.12635227455059,0.585231563698189
"adat2",-0.668460533360463,0.000924741644641037,0.668460533360463,0.000924741644641037
"adat3",-0.330594914138199,0.143266080033273,0.330594914138199,0.143266080033273
"adck1",-0.0867935246172832,0.708337086877953,0.0867935246172832,0.708337086877953
"adck2",-0.905134006635029,1.7279143423655e-08,0.905134006635029,1.7279143423655e-08
"adck5",-0.863190799656506,4.72554747780377e-07,0.863190799656506,4.72554747780377e-07
"adcy2a",0.45520368703796,0.0381244893741887,-0.45520368703796,0.0381244893741887
"adcy2b",-0.345913756560498,0.124543725478485,0.345913756560498,0.124543725478485
"adcy3a_ChrAur1",0.775137084074589,3.67724441634974e-05,-0.775137084074589,3.67724441634974e-05
"adcy3a_ChrAur2",0.12555178128786,0.58763001803127,-0.12555178128786,0.58763001803127
"adcy5",0.544280703955617,0.0107455759521251,-0.544280703955617,0.0107455759521251
"adcy6a_ChrAur1",0.81492881962854,6.83395159868238e-06,-0.81492881962854,6.83395159868238e-06
"adcy6a_ChrAur2",0.741582229630745,0.000119421107037263,-0.741582229630745,0.000119421107037263
"adcy7",-0.206709630682755,0.368640121348495,0.206709630682755,0.368640121348495
"adcy8",-0.342293909402424,0.128800466411269,0.342293909402424,0.128800466411269
"adcy9_ChrAur1",0.667477945510927,0.000946954094584436,-0.667477945510927,0.000946954094584436
"adcy9_ChrAur2",0.646485471021387,0.00154198351515029,-0.646485471021387,0.00154198351515029
"add1",-0.0274975023915758,0.905817865714421,0.0274975023915758,0.905817865714421
"add2",0.814644834644557,6.92602437610993e-06,-0.814644834644557,6.92602437610993e-06
"add3a",0.871167798723309,2.7586307118128e-07,-0.871167798723309,2.7586307118128e-07
"adgb",0.466298995026586,0.0331126595295722,-0.466298995026586,0.0331126595295722
"adgra2",0.450276658978735,0.0405313998471197,-0.450276658978735,0.0405313998471197
"adgra3",-0.463225167459323,0.034446073137288,0.463225167459323,0.034446073137288
"adgrb1a",0.73020464404243,0.000171202602941234,-0.73020464404243,0.000171202602941234
"adgrb2",-0.0629407144778512,0.786362150924728,0.0629407144778512,0.786362150924728
"adgrb3",0.459386194438421,0.0361701126870456,-0.459386194438421,0.0361701126870456
"adgrd1",0.820711280756663,5.1779359277441e-06,-0.820711280756663,5.1779359277441e-06
"adgrf3b",0.31431891201308,0.165240984097599,-0.31431891201308,0.165240984097599
"adgrg1",0.910652280705011,9.99655424207662e-09,-0.910652280705011,9.99655424207662e-09
"adgrg2a",0.297035559600934,0.191013980340039,-0.297035559600934,0.191013980340039
"adgrg6",0.659701018334199,0.00113928799552036,-0.659701018334199,0.00113928799552036
"adgrg7.1",-0.537654716395057,0.0119447098413915,0.537654716395057,0.0119447098413915
"adgrl1a",-0.0182544064752052,0.937401649504073,0.0182544064752052,0.937401649504073
"adgrl2a",-0.201678580977442,0.380663925370101,0.201678580977442,0.380663925370101
"adgrl2b.1",-0.319235900390098,0.158371188475197,0.319235900390098,0.158371188475197
"adgrl3.1_ChrAur1",0.625542123338181,0.00242331641026161,-0.625542123338181,0.00242331641026161
"adgrl3.1_ChrAur2",0.815486792965298,6.65615989348987e-06,-0.815486792965298,6.65615989348987e-06
"adgrl4",0.710369618451228,0.000308134476634738,-0.710369618451228,0.000308134476634738
"adgrv1",0.766648353529446,5.04357933553743e-05,-0.766648353529446,5.04357933553743e-05
"adh5",-0.608698101226697,0.00340857480077049,0.608698101226697,0.00340857480077049
"adh5l",0.627782912606839,0.00231241931016904,-0.627782912606839,0.00231241931016904
"adh8a_ChrAur1",0.711534182336873,0.000298075638762535,-0.711534182336873,0.000298075638762535
"adhfe1",0.688059032433622,0.000565408114429504,-0.688059032433622,0.000565408114429504
"adi1",0.687114436844254,0.000579462757572764,-0.687114436844254,0.000579462757572764
"adipor1a",0.847134625332502,1.26985069447534e-06,-0.847134625332502,1.26985069447534e-06
"adipor2",0.688354088299953,0.000561078026537748,-0.688354088299953,0.000561078026537748
"adka",-0.418133947961131,0.0592578648413545,0.418133947961131,0.0592578648413545
"adkb",-0.812518702343007,7.65050872373219e-06,0.812518702343007,7.65050872373219e-06
"adm2a_ChrAur1",0.732854202026397,0.00015767783113773,-0.732854202026397,0.00015767783113773
"adma",0.781185338923316,2.91175984836565e-05,-0.781185338923316,2.91175984836565e-05
"admp",0.269575282485767,0.23730887353099,-0.269575282485767,0.23730887353099
"adnp2b",-0.855352784080077,7.769538109734e-07,0.855352784080077,7.769538109734e-07
"adnpa",0.0941253423155026,0.684869381100916,-0.0941253423155026,0.684869381100916
"adnpb",-0.0844541259204793,0.715880086705202,0.0844541259204793,0.715880086705202
"adoa",0.827075874038452,3.77140123233915e-06,-0.827075874038452,3.77140123233915e-06
"adob",-0.867367373752115,3.58035707408055e-07,0.867367373752115,3.58035707408055e-07
"adora2aa",0.70369661119095,0.000371568743927582,-0.70369661119095,0.000371568743927582
"adora2b",-0.470532141263124,0.0313430739834592,0.470532141263124,0.0313430739834592
"adora3a.1",-0.193119775535315,0.401618882747818,0.193119775535315,0.401618882747818
"adpgk",0.651243755335708,0.00138502632077279,-0.651243755335708,0.00138502632077279
"adpgk2",0.901500038845023,2.43382629015256e-08,-0.901500038845023,2.43382629015256e-08
"adprh",0.132506951016427,0.566932135781862,-0.132506951016427,0.566932135781862
"adprm",-0.835361424285364,2.44799012861939e-06,0.835361424285364,2.44799012861939e-06
"adprs",-0.39660229676413,0.0750761579259516,0.39660229676413,0.0750761579259516
"adra1ab",-0.0421710416019805,0.855976173951808,0.0421710416019805,0.855976173951808
"adra1ba",0.411623217711947,0.0637450303204891,-0.411623217711947,0.0637450303204891
"adra1bb",0.646027396620702,0.00155785521681336,-0.646027396620702,0.00155785521681336
"adra2a",0.512187674629537,0.0176069483942209,-0.512187674629537,0.0176069483942209
"adrb1",0.687817131381584,0.000568979363965331,-0.687817131381584,0.000568979363965331
"adrb2b",0.655981608498504,0.00124237572191022,-0.655981608498504,0.00124237572191022
