,MEblack,MEblack_p,MEblue,MEblue_p,MEgreen,MEgreen_p,MEturquoise,MEturquoise_p,MEred,MEred_p,MEbrown,MEbrown_p,MEyellow,MEyellow_p,MEgrey,MEgrey_p,module_colors
ydjc,0.3586231,0.110396059,0.894596717,4.51E-08,-0.280768972,0.217633667,-0.927638442,1.44E-09,0.221481443,0.334614078,0.647736191,0.001499341,0.127819667,0.580845819,0.026235324,0.910123727,turquoise
vclb,0.432607191,0.050147496,0.940085158,2.52E-10,-0.558250673,0.008537468,-0.961538389,4.07E-12,0.049380393,0.831668556,0.376753467,0.092283705,-0.036848144,0.874005427,-0.208254087,0.364993053,blue
c13h5orf15,0.476883879,0.028828434,0.960063781,5.79E-12,-0.294187181,0.195508096,-0.927687568,1.43E-09,0.208423392,0.364594519,0.531645744,0.013124185,0.001536983,0.994724409,-0.032623512,0.888358065,turquoise
vcp_ChrAur2,0.486437692,0.025349108,0.877944163,1.70E-07,-0.128703555,0.578210897,-0.807456901,9.65E-06,-0.007246259,0.975131229,0.474936286,0.029581906,-0.020033272,0.931314778,-0.158281928,0.493177571,blue
stk39,0.472971438,0.030357715,0.947878147,6.92E-11,-0.223478263,0.330162157,-0.927710164,1.43E-09,0.154587082,0.503451519,0.584625645,0.005379356,0.037214126,0.872763777,-0.036881654,0.873891727,turquoise
vcpkmt,-0.331627981,0.141944592,-0.580641287,0.005782209,0.923800577,2.32E-09,0.694646997,0.00047523,0.066205906,0.775545669,0.098223888,0.671869878,0.27430984,0.228850874,0.41480191,0.061523194,green
vdac1,0.564275628,0.007707738,0.910845026,9.80E-09,-0.640206591,0.001771854,-0.909784321,1.09E-08,-0.050438689,0.828112201,0.158315096,0.493085813,-0.245040439,0.284355645,-0.37410829,0.094779607,blue
glyctk,0.460431073,0.035694326,0.921092011,3.20E-09,-0.428331743,0.052718283,-0.927740229,1.42E-09,0.162560637,0.481410463,0.467980152,0.032400727,-0.045442791,0.844927989,-0.098327274,0.671543111,turquoise
tbc1d15,0.218833408,0.340572374,-0.487744967,0.024900171,-0.094514511,0.683631281,0.568656416,0.007147032,-0.313280712,0.166717427,-0.882605686,1.19E-07,-0.649310514,0.001447084,-0.363229277,0.105568444,brown
vdac3_ChrAur1,-0.289420109,0.203187659,-0.836196529,2.34E-06,0.163715064,0.47825985,0.836115191,2.35E-06,-0.427734603,0.053085235,-0.721250447,0.000224568,-0.178149845,0.439755127,-0.284172407,0.211871788,blue
vdac3_ChrAur2,0.589222464,0.004943732,0.976146229,4.61E-14,-0.446534887,0.042437001,-0.946885949,8.25E-11,0.069033817,0.766209892,0.35849392,0.110533718,-0.172384014,0.454935619,-0.212654396,0.35471633,blue
bag6l,0.530985596,0.013259324,0.879529389,1.51E-07,-0.456877388,0.037332761,-0.92778609,1.42E-09,0.113531086,0.624136224,0.380981747,0.088395172,-0.14494558,0.530740522,-0.172201618,0.455420215,turquoise
syap1,0.409456208,0.065294233,0.905655827,1.64E-08,-0.409246689,0.065445517,-0.927816469,1.41E-09,0.121899865,0.59862453,0.468722739,0.032090116,0.027127221,0.907080806,-0.116732377,0.614326236,turquoise
g7378,0.329938947,0.144109672,0.903365355,2.04E-08,-0.399719564,0.072608956,-0.927855285,1.40E-09,0.1088449,0.638607185,0.544785853,0.010658342,0.097379434,0.674541048,-0.082613724,0.721832149,turquoise
inhbb_ChrAur1,0.611086593,0.003251324,0.904921526,1.76E-08,-0.632272225,0.002103021,-0.92803976,1.37E-09,0.037328098,0.872377168,0.197347629,0.391189349,-0.293845417,0.196052065,-0.272920794,0.231311604,turquoise
as3mt,0.530678407,0.013322593,0.96383845,2.29E-12,-0.263415044,0.248613595,-0.928099446,1.36E-09,0.230150856,0.315542774,0.552700872,0.009365238,-0.053601501,0.817503249,-0.000930121,0.996807406,turquoise
marveld2a,0.374562436,0.094347597,0.930387718,1.01E-09,-0.404958105,0.068600727,-0.928243854,1.34E-09,0.10262944,0.657996554,0.477358487,0.028647139,0.076097294,0.743029566,-0.1203498,0.60331692,turquoise
veph1,0.383154084,0.086445187,0.908967543,1.19E-08,-0.112409194,0.627588778,-0.843330238,1.58E-06,0.133825132,0.56304589,0.585828067,0.005262451,0.126522797,0.584721182,-0.022708088,0.922169214,blue
vezf1b_ChrAur1,0.603234098,0.003792302,0.947271876,7.71E-11,-0.43578549,0.048299754,-0.921742875,2.97E-09,0.061261781,0.791938806,0.32157663,0.155171617,-0.209787673,0.361392219,-0.221424059,0.334742538,blue
stk26,0.474302671,0.029830356,0.91435243,6.79E-09,-0.319799272,0.157596954,-0.928284485,1.33E-09,0.030805825,0.894544043,0.47463726,0.029698954,0.011083833,0.961968461,-0.154491375,0.503719018,turquoise
rgs3a,0.434998089,0.048752549,0.935516228,4.98E-10,-0.405816527,0.067960162,-0.928327897,1.32E-09,0.294577599,0.194887931,0.505405676,0.019431373,-0.013894329,0.95233439,0.007553009,0.974078811,turquoise
vgll3,0.647852367,0.001495431,0.88909164,7.15E-08,-0.628812194,0.002262926,-0.89473879,4.45E-08,-0.038838154,0.867257523,0.111618706,0.63002597,-0.350751061,0.119013872,-0.363536444,0.105252073,blue
vgll4b,0.335889227,0.136584497,0.877895152,1.70E-07,-0.542763757,0.011011041,-0.895180569,4.28E-08,0.00158755,0.994550843,0.358017992,0.111041954,0.034894159,0.880639373,-0.207245581,0.367372181,blue
ube2nb_ChrAur1,0.473119163,0.030298834,0.954318967,2.03E-11,-0.279232933,0.22026767,-0.928339227,1.32E-09,0.282539746,0.214623047,0.579471551,0.005905104,-0.001744104,0.994013491,0.0601164,0.795748877,turquoise
viml,0.550885853,0.009649781,0.845178466,1.42E-06,-0.229277593,0.317433493,-0.774020365,3.84E-05,-0.081633095,0.725009966,0.295696498,0.193117946,-0.14058114,0.543315703,-0.247223117,0.279951115,blue
ciao2b,0.172122583,0.455630278,-0.563297142,0.007837789,-0.101575738,0.661305097,0.590384132,0.004838404,-0.340859877,0.130515174,-0.883107281,1.15E-07,-0.615258065,0.002991219,-0.372587529,0.096236833,brown
vipr1a,-0.057629703,0.804036099,0.492512962,0.023316041,0.245079522,0.284276401,-0.451289095,0.040027414,0.219455713,0.339166559,0.660647328,0.001114248,0.494580082,0.022654703,0.254490401,0.265594795,blue
vipr2,0.201048827,0.382184388,0.366945307,0.101787298,0.098494539,0.671014563,-0.266137225,0.243576209,-0.212820617,0.354331449,0.160526981,0.486985753,0.063573635,0.78426247,-0.122900437,0.595603678,grey
virma,0.259462772,0.256045497,-0.238795663,0.297193676,0.197463999,0.390904434,0.337601025,0.134472197,-0.245393004,0.283641289,-0.420014914,0.058007441,-0.420726317,0.057539799,-0.254749041,0.265092608,grey
vit,0.099225466,0.668706627,0.674907404,0.000789686,0.232765234,0.309923059,-0.562539397,0.007939735,0.102648927,0.657935424,0.683221637,0.000640573,0.389361028,0.081049319,0.190896642,0.407163897,blue
vkorc1,0.047697541,0.837330198,-0.120419634,0.60310519,-0.593662659,0.004551134,0.078892982,0.733912492,-0.278799489,0.221014723,-0.549628212,0.009851058,-0.363592597,0.105194313,-0.413756535,0.062247292,grey
LOC119010358,0.572299083,0.006706771,0.963856001,2.28E-12,-0.256455706,0.261793938,-0.928468054,1.30E-09,0.215968004,0.34708957,0.526848889,0.014132065,-0.096858767,0.676189895,-0.035199787,0.879601222,turquoise
nxpe3_ChrAur1,0.536683556,0.012129263,0.933195814,6.90E-10,-0.527719948,0.013944534,-0.928478389,1.30E-09,0.14635147,0.526718874,0.344556462,0.126127853,-0.178395734,0.439113742,-0.169357664,0.463010529,turquoise
stard13b,0.502428715,0.020278614,0.943777554,1.40E-10,-0.433453881,0.049650036,-0.928545314,1.28E-09,0.003850351,0.98678439,0.37218528,0.096625015,-0.08322625,0.719849435,-0.248089154,0.278215362,turquoise
vmo1b,-0.444089962,0.043719224,-0.60225561,0.003864679,0.902740625,2.17E-08,0.691359917,0.000518554,0.10766681,0.64226537,0.178908317,0.437778289,0.381303151,0.088104633,0.500820971,0.020748322,green
g6fl,0.405788658,0.067980887,0.875818546,1.98E-07,-0.29439806,0.195172958,-0.928556695,1.28E-09,0.279169694,0.220376561,0.603006883,0.003809007,0.068723562,0.767232639,0.038189176,0.869457183,turquoise
vopp1b,-0.263947978,0.247622176,0.241651114,0.291279978,0.125319117,0.588327913,-0.265005199,0.245662958,-0.169607295,0.462341699,0.468097137,0.032351639,0.529252962,0.013619387,-0.029695461,0.898325772,grey
vox,0.410052736,0.064864961,0.678142941,0.000728487,0.328353525,0.146162987,-0.536322093,0.012198542,0.101218224,0.66242905,0.570881431,0.006875375,0.076081857,0.74308,0.139611547,0.546127739,blue
tcf20,0.467418249,0.032637329,0.894070629,4.71E-08,-0.519318267,0.01583995,-0.92872747,1.25E-09,0.033308755,0.886027639,0.340441037,0.131019046,-0.079228326,0.73282118,-0.248136037,0.278121591,turquoise
arhgef9a_ChrAur2,0.488623188,0.024602142,0.930266598,1.03E-09,-0.40725267,0.066898604,-0.928802876,1.24E-09,0.174279674,0.449914995,0.445070247,0.043201564,-0.069360707,0.765132711,-0.084151806,0.716856744,turquoise
sobpb,0.327634553,0.147100886,0.922371931,2.75E-09,-0.42467404,0.054996831,-0.928823926,1.24E-09,0.18245122,0.428606763,0.520721329,0.015509731,0.098233,0.671841076,-0.046453971,0.841518955,turquoise
vps13d,0.539368352,0.011624633,0.985864927,3.32E-16,-0.372618757,0.096206746,-0.960127719,5.70E-12,0.113900804,0.623000094,0.446431076,0.042490844,-0.072876615,0.753573703,-0.134223855,0.561872709,blue
ppargc1b,0.398574401,0.073508126,0.94736084,7.59E-11,-0.362447207,0.106377075,-0.928862329,1.23E-09,0.12723859,0.582580852,0.525614999,0.014401199,0.047001213,0.839675147,-0.084195725,0.716714837,turquoise
emp1_ChrAur2,0.597231568,0.004254668,0.923856734,2.31E-09,-0.480314931,0.027537999,-0.928864123,1.23E-09,0.025630646,0.91218742,0.282311327,0.215009842,-0.207333845,0.367163606,-0.237345283,0.300225459,turquoise
gata3,0.654628061,0.001281799,0.923403224,2.44E-09,-0.580332049,0.005814491,-0.928895869,1.23E-09,-0.049645678,0.830776776,0.173143562,0.452920499,-0.302462906,0.182645255,-0.339806741,0.131784747,turquoise
LOC119020443,0.618747687,0.002787216,0.89145272,5.88E-08,-0.592489794,0.004652229,-0.929022055,1.21E-09,-0.049632799,0.830820067,0.198148833,0.38923007,-0.276330888,0.225301208,-0.371180433,0.097599742,turquoise
vps26bl_ChrAur1,0.657901904,0.001188209,0.547552217,0.010190805,-0.647124181,0.001520081,-0.572592071,0.006672353,-0.248269127,0.2778555,-0.303091239,0.181692788,-0.58954229,0.004914546,-0.546327034,0.01039576,blue
vps26bl_ChrAur2,0.194382085,0.398489015,0.557356247,0.008666662,-0.172292555,0.455178575,-0.493814849,0.022897759,0.146167601,0.527244032,0.311018082,0.169966637,0.07633813,0.742242848,0.064072509,0.782608499,blue
popdc1,0.518157646,0.016117376,0.898403458,3.23E-08,-0.53594713,0.012270748,-0.929106598,1.19E-09,0.011984591,0.958880144,0.313833199,0.165930596,-0.150211531,0.515750962,-0.281254551,0.216805339,turquoise
tubb5_ChrAur2,0.560906192,0.008163171,0.916393681,5.44E-09,-0.443507627,0.044029006,-0.929155397,1.19E-09,0.156228944,0.498873359,0.377077636,0.091981197,-0.166338728,0.47113815,-0.164291796,0.476689747,turquoise
vps29,0.668271823,0.000928973,0.711041202,0.000302299,0.214763045,0.349851794,-0.58728503,0.005123625,0.169910397,0.461530274,0.432297751,0.050330257,-0.233220878,0.308949887,0.06757931,0.771007846,blue
vps33a,-0.456486039,0.037516724,0.028493423,0.90242212,-0.258138952,0.258566163,-0.141001147,0.542099647,0.02602795,0.910831407,0.163671163,0.478379474,0.489802422,0.02420643,0.053297788,0.818520687,grey
ppp1r14bb,0.419424674,0.058397632,0.892747538,5.28E-08,-0.439311301,0.046311869,-0.929158998,1.19E-09,0.065461851,0.778007034,0.429156465,0.052214681,-0.000480783,0.998349733,-0.167478962,0.468059934,turquoise
slc45a4b_ChrAur1,0.252713787,0.269060601,0.87722863,1.79E-07,-0.504592521,0.019659927,-0.929173258,1.18E-09,0.211944941,0.356361775,0.520534792,0.015553311,0.151248966,0.512821899,-0.019954502,0.931584237,turquoise
plp2b,0.418118029,0.059268534,0.8997363,2.86E-08,-0.541715507,0.011197588,-0.929254436,1.17E-09,0.10181926,0.660539915,0.373833798,0.095041423,-0.034159575,0.883135368,-0.158483815,0.49261919,turquoise
fkbp15b,-0.031163128,0.893327589,-0.637881882,0.001863979,-0.16331617,0.479347323,0.67247084,0.000838611,-0.348294646,0.121799439,-0.883394771,1.12E-07,-0.48889985,0.024508845,-0.344572575,0.126108963,brown
vps37a,0.166978948,0.469408526,0.6440533,0.001627842,-0.073056586,0.752983362,-0.504187281,0.019774629,0.024951152,0.914507103,0.377752977,0.091353331,0.144061347,0.53327724,-0.042943232,0.853366193,blue
nadka,0.280715647,0.217724758,0.921647797,3.00E-09,-0.441373446,0.045178875,-0.929263778,1.17E-09,0.128426328,0.579036771,0.540600633,0.011398808,0.154027023,0.505017833,-0.054711492,0.813787201,turquoise
vps37c,0.331582694,0.142002342,0.897532323,3.49E-08,-0.207057735,0.367816299,-0.86674969,3.73E-07,0.339190232,0.132532023,0.64523292,0.00158571,0.142578289,0.537544485,0.166460141,0.470809891,blue
acer2,0.431853639,0.050593452,0.921068408,3.21E-09,-0.504354051,0.01972736,-0.929408144,1.15E-09,0.127680769,0.581260351,0.405225532,0.068400683,-0.050159132,0.829051326,-0.122611842,0.596474325,turquoise
nedd4a,0.262083543,0.251101716,0.905164848,1.72E-08,-0.415745491,0.060875119,-0.929466841,1.14E-09,0.116875385,0.613889464,0.548290077,0.010068971,0.186482031,0.418298298,-0.057573442,0.804223833,turquoise
g8684,0.259303462,0.256348002,-0.539001902,0.011692486,-0.079067537,0.733344377,0.584655501,0.005376428,-0.291554008,0.199725489,-0.884326717,1.05E-07,-0.707182361,0.000337166,-0.370709612,0.098058923,brown
vps45,0.746502038,0.000101617,0.76234885,5.89E-05,-0.159201074,0.490637909,-0.691198187,0.00052077,0.032959114,0.887216614,0.170801342,0.459149385,-0.382587373,0.086950788,-0.241736752,0.291103749,blue
myofl_ChrAur1,0.596248165,0.004334708,0.97991661,9.12E-15,-0.303875245,0.180509095,-0.929524475,1.13E-09,0.212409969,0.355282733,0.46556698,0.033426465,-0.129314857,0.576391595,-0.051010554,0.826191818,turquoise
mertka,0.557860343,0.008593653,0.912865137,7.95E-09,-0.552669257,0.009370135,-0.92953616,1.13E-09,0.133277968,0.564657601,0.316693481,0.161898097,-0.211514417,0.357362442,-0.196920159,0.392236937,turquoise
g16676,0.502238974,0.0203336,0.984267634,9.12E-16,-0.277272461,0.223659876,-0.929901188,1.08E-09,0.212369584,0.355376365,0.535840591,0.012291328,-0.017691255,0.939329341,-0.001847079,0.993660043,turquoise
vps50,0.302281659,0.182920632,0.903634077,1.99E-08,-0.291566484,0.199705364,-0.896809651,3.72E-08,0.451863179,0.039743812,0.666590275,0.000967409,0.145017234,0.530535203,0.229922994,0.316035467,blue
sema5a,0.265415709,0.244904908,0.887403288,8.19E-08,-0.391516013,0.079235928,-0.929948086,1.07E-09,0.223530117,0.330047021,0.613972467,0.003069455,0.174571864,0.449143711,0.015627441,0.94639658,turquoise
amt,0.325211725,0.150292555,0.890088147,6.59E-08,-0.472852476,0.030405196,-0.930093663,1.05E-09,0.06935543,0.765150096,0.47397372,0.02995999,0.087958859,0.704589393,-0.181511758,0.431028691,turquoise
rbms3_ChrAur2,0.522347307,0.015134022,0.897049075,3.64E-08,-0.523337158,0.014908925,-0.930108809,1.05E-09,0.096546272,0.677180193,0.33973245,0.131874637,-0.136349336,0.555637204,-0.190583466,0.407948385,turquoise
flrt3,0.515068254,0.016874974,0.904224781,1.88E-08,-0.527450052,0.014002423,-0.930182381,1.04E-09,0.053999595,0.816170066,0.326124105,0.14908501,-0.150633386,0.51455895,-0.253217801,0.268074491,turquoise
hephl1a,0.564303015,0.007704124,0.97912372,1.31E-14,-0.323062821,0.153163674,-0.930206384,1.03E-09,0.192833594,0.402330343,0.46948532,0.031773583,-0.101616682,0.661176422,-0.067639296,0.770809812,turquoise
magi1b,0.564981534,0.007615021,0.911050751,9.60E-09,-0.617725571,0.002845724,-0.930253254,1.03E-09,-0.061615645,0.790762605,0.188682133,0.412728831,-0.228654473,0.318786782,-0.368347286,0.100386791,turquoise
vps9d1,-0.439507838,0.04620295,-0.208360997,0.364741365,-0.470945946,0.031174167,0.05512806,0.812393597,-0.322300075,0.154191916,-0.195604684,0.395470517,0.251557331,0.271331851,-0.341424805,0.129837746,grey
g22222,0.50901197,0.01844328,0.926146442,1.74E-09,-0.452166272,0.039594715,-0.930414911,1.01E-09,0.189859637,0.409764695,0.411599583,0.063761775,-0.103816222,0.654277505,-0.074610336,0.74789232,turquoise
vrk2,0.442280223,0.04468751,0.84874164,1.16E-06,-0.226771765,0.32289667,-0.810321443,8.47E-06,0.358329204,0.110709424,0.523632054,0.014842389,-0.03845403,0.868559367,0.132449028,0.567103174,blue
sh2b2,0.576893055,0.006183645,0.91193164,8.76E-09,-0.559044681,0.008424107,-0.930452752,1.00E-09,0.118977681,0.607483255,0.279885417,0.219146236,-0.219013409,0.340165391,-0.186560464,0.418099054,turquoise
szt2,0.508112469,0.018685873,0.943846403,1.38E-10,-0.467370627,0.032657444,-0.930554692,9.88E-10,0.014046753,0.951812067,0.354672529,0.114662411,-0.095330922,0.681036496,-0.239128132,0.296501363,turquoise
znf438,0.289572702,0.202938759,0.917234155,4.96E-09,-0.267003539,0.241987018,-0.930656683,9.74E-10,0.250389319,0.273638002,0.67848528,0.000722254,0.217910904,0.342662648,0.062565429,0.787607815,turquoise
g9254,0.323663622,0.152357126,0.912644578,8.13E-09,-0.402628836,0.070361803,-0.930707467,9.68E-10,0.010190837,0.965030683,0.491546244,0.023630555,0.13348463,0.564048622,-0.171798642,0.456491798,turquoise
git2a,0.359739256,0.109211825,0.931087605,9.20E-10,-0.26901207,0.238328333,-0.930755962,9.61E-10,0.277238936,0.223718181,0.636064894,0.001938762,0.138490028,0.549388633,0.068108475,0.769261357,turquoise
vsir,0.57954219,0.005897622,0.960780218,4.89E-12,-0.511036205,0.017906592,-0.936634374,4.24E-10,0.02069297,0.929058364,0.284966531,0.21054208,-0.1815222,0.431001734,-0.228500192,0.319122384,blue
acsl1a_ChrAur1,0.096495166,0.677342197,-0.408249525,0.066169156,-0.381941837,0.08752938,0.407227182,0.066917334,-0.500782778,0.020759585,-0.884365126,1.04E-07,-0.529175959,0.013635571,-0.588301342,0.005028595,brown
LOC119017168,0.443790386,0.043878376,0.935093109,5.29E-10,-0.223240738,0.330689866,-0.930776548,9.59E-10,0.318426907,0.159487598,0.633571219,0.002045494,0.055428629,0.811388396,0.081744791,0.724647784,turquoise
znf395a,0.523217037,0.014936096,0.88442408,1.04E-07,-0.562507656,0.007944029,-0.931198134,9.06E-10,0.069868317,0.763460841,0.298516972,0.188704461,-0.157364514,0.495718879,-0.220864645,0.335996377,turquoise
acin1b_ChrAur2,0.353114676,0.1163771,0.912424374,8.32E-09,-0.395182279,0.076220653,-0.931347565,8.88E-10,0.194780393,0.397504231,0.534594148,0.012534184,0.086971258,0.707765077,-0.01240376,0.957443182,turquoise
g14924,0.587650072,0.005089322,0.949078591,5.57E-11,-0.380634732,0.088709657,-0.931349226,8.88E-10,0.187294122,0.41623781,0.424824062,0.054901919,-0.158657754,0.492138359,-0.112217674,0.628178921,turquoise
LOC119012739,0.568562176,0.00715873,0.942823116,1.64E-10,-0.339155767,0.132573887,-0.931383546,8.84E-10,0.106675101,0.645351008,0.430930091,0.051144163,-0.111850251,0.629311698,-0.135808475,0.557220976,turquoise
LOC119026823,0.550386334,0.009729319,0.977557208,2.60E-14,-0.356707533,0.112450122,-0.931670708,8.50E-10,0.131531435,0.56981572,0.42985289,0.051792304,-0.093177267,0.687888833,-0.118850355,0.607870468,turquoise
vtg3,0.028162916,0.903548857,-0.244746927,0.284951204,-0.043774745,0.850557351,0.184364315,0.423697364,0.112507542,0.627285819,-0.13581126,0.557212814,-0.221612031,0.334321851,0.038223861,0.869339598,grey
vti1a,0.338194707,0.13374506,0.476323429,0.029043686,-0.163681314,0.478351812,-0.384080351,0.0856235,0.208795433,0.36371964,0.145162656,0.530118628,-0.176612016,0.443777634,0.095215152,0.681404236,blue
vti1b,0.464477927,0.033897642,0.348191282,0.121917671,-0.24655654,0.28129169,-0.261896885,0.251451787,-0.244752762,0.284939356,-0.22763847,0.321000758,-0.397531809,0.074334004,-0.452012169,0.039670466,grey
vtna,0.592870635,0.0046192,0.907626884,1.36E-08,-0.430305215,0.051519381,-0.851931413,9.57E-07,-0.099192437,0.668810856,0.211496396,0.357404365,-0.195597871,0.395487303,-0.330959608,0.142798581,blue
vwa1,0.558388288,0.008517732,0.978562612,1.69E-14,-0.419923643,0.058067648,-0.930680589,9.71E-10,-0.013550447,0.953512862,0.338072638,0.13389434,-0.128354605,0.579250521,-0.252575764,0.269331042,blue
gpr135,0.350959322,0.118779832,0.913483956,7.45E-09,-0.298980347,0.187985958,-0.931703557,8.47E-10,0.083177985,0.720005606,0.575699745,0.006316175,0.140806363,0.542663457,-0.093348226,0.687344022,turquoise
vwa2,0.307147209,0.175625887,0.311889649,0.168709919,-0.599249055,0.004094306,-0.261365356,0.252450362,-0.443429238,0.044070835,-0.439189352,0.046379552,-0.3708734,0.097899005,-0.61652074,0.002916008,grey
vwa5a_ChrAur1,0.64891019,0.001460224,0.97729045,2.90E-14,-0.416936222,0.060064717,-0.942660513,1.68E-10,0.054872359,0.813248965,0.33117801,0.14251913,-0.223195968,0.330789388,-0.220155482,0.337589841,blue
